City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
114,Kapaa,US,2021-10-28 22:07:12,22.0752,-159.319,82.38,88,75,4.0
115,Saskylakh,RU,2021-10-28 22:03:50,71.9167,114.0833,2.03,96,100,10.65
116,Emerald,AU,2021-10-28 22:08:32,-23.5333,148.1667,84.97,26,94,11.43
117,Port Blair,IN,2021-10-28 22:08:32,11.6667,92.75,80.6,81,42,9.44
118,Ahipara,NZ,2021-10-28 22:08:33,-35.1667,173.1667,63.9,72,8,10.85
119,Gambela,ET,2021-10-28 22:08:33,8.25,34.5833,71.58,92,99,6.33
120,Fallon,US,2021-10-28 22:08:33,39.4735,-118.7774,68.92,49,1,0.0
121,Puerto Ayora,EC,2021-10-28 22:04:24,-0.7393,-90.3518,76.96,90,35,3.0
122,Bahia Honda,CU,2021-10-28 22:08:34,22.9036,-83.1592,83.41,76,100,10.4
123,Rosa Zarate,EC,2021-10-28 22:08:34,0.3333,-79.4667,82.35,71,78,4.47
124,Tagusao,PH,2021-10-28 22:08:34,9.1924,117.8141,78.03,84,87,6.08
125,Dudinka,RU,2021-10-28 22:05:48,69.4058,86.1778,-2.43,90,99,9.93
126,Bandar-E Anzali,IR,2021-10-28 22:08:35,37.4727,49.4622,55.26,82,10,2.21
127,Anloga,GH,2021-10-28 22:08:35,5.7947,0.8973,80.94,78,21,5.08
128,Liverpool,GB,2021-10-28 22:08:13,53.4106,-2.9779,57.43,88,75,1.99
129,Castro,BR,2021-10-28 22:08:36,-24.7911,-50.0119,62.55,95,90,8.9
130,Puerto Cabezas,NI,2021-10-28 22:08:36,14.0351,-83.3888,83.68,74,61,5.84
131,Mareeba,AU,2021-10-28 22:08:36,-17.0,145.4333,82.33,79,29,4.03
132,Roma,US,2021-10-28 22:07:28,43.2128,-75.4557,54.39,69,1,5.75
133,Sao Joao Dos Patos,BR,2021-10-28 22:05:39,-6.495,-43.7022,82.98,32,9,2.68
134,Makakilo City,US,2021-10-28 22:08:37,21.3469,-158.0858,81.28,68,90,9.22
135,Port Elizabeth,ZA,2021-10-28 22:08:37,-33.918,25.5701,68.09,86,100,13.87
136,Bathsheba,BB,2021-10-28 22:08:38,13.2167,-59.5167,81.21,74,40,9.22
137,Pineville,US,2021-10-28 22:08:38,31.3224,-92.4343,71.58,54,90,13.8
138,Minab,IR,2021-10-28 22:08:38,27.1467,57.0801,74.7,67,6,2.37
139,Jawhar,SO,2021-10-28 22:08:39,2.7809,45.5005,76.64,80,82,10.04
140,Orlik,RU,2021-10-28 22:08:39,52.5178,99.825,25.43,71,96,2.44
141,Sarana,RU,2021-10-28 22:08:39,56.4773,57.7259,37.6,96,100,11.5
142,Richards Bay,ZA,2021-10-28 22:08:40,-28.783,32.0377,66.36,73,82,13.98
143,Mago,RU,2021-10-28 22:08:40,53.2514,140.1822,30.9,86,10,2.04
144,The Valley,AI,2021-10-28 22:08:40,18.217,-63.0578,82.54,69,20,5.75
145,Sinnamary,GF,2021-10-28 22:08:41,5.3833,-52.95,79.0,85,100,8.48
146,Pevek,RU,2021-10-28 22:08:41,69.7008,170.3133,1.63,94,100,4.85
147,Niquelandia,BR,2021-10-28 22:08:41,-14.4739,-48.4597,85.96,36,75,4.85
148,Imphal,IN,2021-10-28 22:08:42,24.8167,93.95,61.05,88,28,1.88
149,Georgetown,MY,2021-10-28 22:07:36,5.4112,100.3354,77.9,89,20,2.3
150,Lagoa,PT,2021-10-28 22:08:42,39.05,-27.9833,67.78,82,94,20.78
151,Lebu,CL,2021-10-28 22:08:43,-37.6167,-73.65,55.62,83,1,15.1
152,Sitka,US,2021-10-28 22:08:43,57.0531,-135.33,42.69,70,75,12.66
153,Bonthe,SL,2021-10-28 22:08:43,7.5264,-12.505,77.68,88,100,5.08
154,Dracena,BR,2021-10-28 22:08:43,-21.4843,-51.535,77.74,68,47,7.4
155,Tuatapere,NZ,2021-10-28 22:08:44,-46.1333,167.6833,62.82,65,54,3.11
156,Balabac,PH,2021-10-28 22:08:44,7.9868,117.0645,80.22,83,100,11.77
157,Sisimiut,GL,2021-10-28 22:08:44,66.9395,-53.6735,27.72,95,100,12.62
158,Ariquemes,BR,2021-10-28 22:08:45,-9.9133,-63.0408,76.77,89,70,1.32
159,Clyde River,CA,2021-10-28 22:08:45,70.4692,-68.5914,30.11,96,100,5.08
160,Oga,IT,2021-10-28 22:08:45,46.4631,10.347,27.14,46,7,4.29
161,Taoudenni,ML,2021-10-28 22:07:50,22.6783,-3.9836,85.35,30,97,6.17
162,Eyl,SO,2021-10-28 22:08:46,7.9803,49.8164,75.99,71,42,8.43
163,Bambous Virieux,MU,2021-10-28 22:08:46,-20.3428,57.7575,75.22,77,2,11.7
164,Isla Mujeres,MX,2021-10-28 22:06:34,21.2311,-86.731,87.85,78,29,12.77
165,Itaituba,BR,2021-10-28 22:08:47,-4.2761,-55.9836,82.65,59,40,2.24
166,Margate,GB,2021-10-28 22:08:47,51.3813,1.3862,59.31,80,54,1.99
167,Narsaq,GL,2021-10-28 22:08:47,60.9167,-46.05,32.22,69,98,5.59
168,Sarishabari,BD,2021-10-28 22:08:48,24.7333,89.8333,73.42,80,0,9.89
169,Qasigiannguit,GL,2021-10-28 22:08:48,68.8193,-51.1922,26.85,84,100,6.73
170,Nchelenge,ZM,2021-10-28 22:08:48,-9.3451,28.734,80.94,46,81,9.28
171,Qui Nhon,VN,2021-10-28 22:08:49,13.7667,109.2333,76.19,91,100,6.2
172,Prince George,CA,2021-10-28 22:08:38,53.9166,-122.753,49.62,53,95,1.01
173,Cooma,AU,2021-10-28 22:06:19,-36.2333,149.1333,62.37,33,40,20.71
174,Namatanai,PG,2021-10-28 22:08:49,-3.6667,152.4333,84.11,70,96,5.77
175,Saint-Pierre,RE,2021-10-28 22:08:50,-21.3393,55.4781,73.08,69,90,5.75
176,Kaitangata,NZ,2021-10-28 22:05:56,-46.2817,169.8464,60.17,70,54,5.26
177,Tavistock,GB,2021-10-28 22:08:50,50.5494,-4.1442,59.63,98,100,20.49
178,Puerto Escondido,MX,2021-10-28 22:08:50,15.85,-97.0667,88.63,55,40,6.91
179,Lima,PE,2021-10-28 22:08:06,-12.0432,-77.0282,72.9,66,40,12.66
180,Bonavista,CA,2021-10-28 22:08:51,48.6499,-53.1147,39.11,74,100,16.06
181,Iqaluit,CA,2021-10-28 22:04:46,63.7506,-68.5145,38.7,55,100,11.01
182,Bom Jardim,BR,2021-10-28 22:08:51,-7.7958,-35.5872,72.68,75,96,10.63
183,Mandalgovi,MN,2021-10-28 22:08:52,45.7625,106.2708,31.59,65,18,16.11
184,Monki,PL,2021-10-28 22:08:52,53.405,22.7979,49.68,93,46,6.62
185,Kieta,PG,2021-10-28 22:08:52,-6.2167,155.6333,83.62,70,68,3.27
186,Gemunden,DE,2021-10-28 22:08:53,50.05,9.7,46.54,89,11,2.39
187,Krasnyy Yar,RU,2021-10-28 22:08:53,46.5331,48.3456,48.13,94,100,2.75
188,Brooks,CA,2021-10-28 22:08:53,50.5834,-111.8851,52.03,41,70,14.45
189,Corn Island,NI,2021-10-28 22:08:54,12.1694,-83.0418,83.91,73,39,7.85
190,Akyab,MM,2021-10-28 22:08:54,20.15,92.9,77.32,84,32,4.92
191,Tiksi,RU,2021-10-28 22:08:54,71.6872,128.8694,11.66,96,100,4.74
192,Nadym,RU,2021-10-28 22:08:55,65.5333,72.5167,26.62,97,100,12.48
193,Markova,UA,2021-10-28 22:08:55,48.6758,24.4138,45.0,73,16,3.6
194,Soyo,AO,2021-10-28 22:08:55,-6.1349,12.3689,76.66,80,10,7.94
195,Manono,CD,2021-10-28 22:08:55,-7.3,27.4167,71.85,73,22,2.33
196,Port Hedland,AU,2021-10-28 22:08:56,-20.3167,118.5667,69.85,83,3,6.91
197,La Ronge,CA,2021-10-28 22:08:56,55.1001,-105.2842,46.45,52,8,10.42
198,Hambantota,LK,2021-10-28 22:08:56,6.1241,81.1185,75.54,100,40,3.44
199,Manzhouli,CN,2021-10-28 22:08:57,49.6,117.4333,34.79,60,35,3.98
200,Saldanha,ZA,2021-10-28 22:08:57,-33.0117,17.9442,59.7,89,18,14.38
201,Chinhoyi,ZW,2021-10-28 22:08:57,-17.3667,30.2,67.71,52,49,9.8
202,Manakara,MG,2021-10-28 22:08:58,-22.1333,48.0167,68.67,60,99,11.68
203,Kiomboi,TZ,2021-10-28 22:08:58,-4.2667,34.3667,68.43,41,57,7.09
204,Biak,ID,2021-10-28 22:04:29,-0.9131,122.8766,76.89,80,60,0.78
205,Huarmey,PE,2021-10-28 22:08:59,-10.0681,-78.1522,67.48,78,59,10.11
206,Aklavik,CA,2021-10-28 22:08:59,68.2191,-135.0107,27.32,95,73,3.85
207,Honiara,SB,2021-10-28 22:09:00,-9.4333,159.95,85.59,67,23,5.17
208,Mandurah,AU,2021-10-28 22:05:09,-32.55,115.7,54.21,78,7,10.27
209,Lishui,CN,2021-10-28 22:09:00,28.4604,119.9103,55.99,96,11,2.28
210,Sambava,MG,2021-10-28 22:09:00,-14.2667,50.1667,73.92,85,61,5.55
211,Porto Uniao,BR,2021-10-28 22:09:01,-26.2381,-51.0783,63.9,94,82,4.88
212,Tautira,PF,2021-10-28 22:08:26,-17.7333,-149.15,75.22,80,45,10.67
213,Amapa,BR,2021-10-28 22:07:24,1.0,-52.0,82.62,54,100,3.98
214,Sukhumi,GE,2021-10-28 22:08:29,43.0033,41.0153,50.5,77,6,5.55
215,Bonanza,NI,2021-10-28 22:09:06,14.0289,-84.591,87.04,58,19,2.89
216,San Cristobal,VE,2021-10-28 22:09:06,7.7669,-72.225,75.38,89,60,4.25
217,Banyo,CM,2021-10-28 22:09:07,6.75,11.8167,65.73,90,2,4.05
218,Sioux Lookout,CA,2021-10-28 22:04:25,50.1001,-91.917,46.78,97,100,3.24
219,Khatanga,RU,2021-10-28 22:09:07,71.9667,102.5,-7.96,97,99,9.93
220,Katobu,ID,2021-10-28 22:09:08,-4.9408,122.5276,76.32,90,84,2.64
221,Senanga,ZM,2021-10-28 22:09:08,-16.1167,23.2667,72.99,55,41,6.64
222,Saint-Francois,FR,2021-10-28 22:09:08,46.4154,3.9054,49.44,81,0,1.14
223,Nanakuli,US,2021-10-28 22:09:09,21.3906,-158.1547,82.71,69,90,9.22
224,Turukhansk,RU,2021-10-28 22:09:09,65.8167,87.9833,14.83,81,100,18.32
225,Tiarei,PF,2021-10-28 22:09:09,-17.5333,-149.3333,75.22,82,57,11.27
226,Buala,SB,2021-10-28 22:09:10,-8.145,159.5921,84.88,73,60,5.75
227,Vanavara,RU,2021-10-28 22:09:10,60.34,102.2797,18.19,81,11,4.79
228,Sao Joao Da Barra,BR,2021-10-28 22:08:13,-21.6403,-41.0511,73.62,87,83,11.1
229,Aksarka,RU,2021-10-28 22:09:11,66.5606,67.7975,23.22,97,100,9.64
230,Fort Nelson,CA,2021-10-28 22:09:11,58.8053,-122.7002,40.41,53,100,4.25
231,Rawson,AR,2021-10-28 22:09:11,-43.3002,-65.1023,63.99,51,29,7.83
232,Constantine,DZ,2021-10-28 22:05:28,36.365,6.6147,57.18,74,62,1.16
233,Ornskoldsvik,SE,2021-10-28 22:09:12,63.2909,18.7153,41.95,100,90,5.75
234,Bulgan,MN,2021-10-28 22:09:12,48.8125,103.5347,32.2,83,100,3.11
235,Sao Jose Da Coroa Grande,BR,2021-10-28 22:09:12,-8.8978,-35.1478,77.36,79,99,10.31
236,North Bend,US,2021-10-28 22:09:13,43.4065,-124.2243,75.24,91,20,9.22
237,Kenai,US,2021-10-28 22:09:13,60.5544,-151.2583,35.02,87,90,13.8
238,Fairbanks,US,2021-10-28 22:07:35,64.8378,-147.7164,28.22,89,75,0.0
239,Ciudad Bolivar,VE,2021-10-28 22:09:14,8.1222,-63.5497,80.17,78,96,2.62
240,Piacabucu,BR,2021-10-28 22:09:14,-10.4056,-36.4344,76.3,82,63,8.55
241,Necochea,AR,2021-10-28 22:09:14,-38.5473,-58.7368,76.37,65,95,10.13
242,Odweyne,SO,2021-10-28 22:05:09,9.4092,45.064,69.96,41,0,2.51
243,Klaksvik,FO,2021-10-28 22:09:15,62.2266,-6.589,49.12,89,63,23.11
244,Bowen,AU,2021-10-28 22:09:15,-20.0167,148.2333,79.95,62,3,9.53
245,Tsumeb,NA,2021-10-28 22:09:15,-19.2333,17.7167,73.0,58,12,8.05
246,Touros,BR,2021-10-28 22:09:16,-5.1989,-35.4608,79.7,72,58,17.69
247,Gat,IL,2021-10-28 22:09:16,31.61,34.7642,75.4,33,86,0.54
248,Honningsvag,NO,2021-10-28 22:09:16,70.9821,25.9704,38.8,85,100,27.74
249,Coquimbo,CL,2021-10-28 22:08:04,-29.9533,-71.3436,61.68,79,70,5.57
250,Tilichiki,RU,2021-10-28 22:09:17,60.4667,166.1,1.92,87,23,5.73
251,Port Hardy,CA,2021-10-28 22:09:17,50.6996,-127.4199,48.74,84,93,6.87
252,La Palma,US,2021-10-28 22:09:17,33.8464,-118.0467,96.85,28,1,7.0
253,Acapulco,MX,2021-10-28 22:06:49,16.8634,-99.8901,87.62,70,20,4.61
254,Olinda,BR,2021-10-28 22:09:18,-8.0089,-34.8553,80.33,69,75,12.66
255,Aktash,RU,2021-10-28 22:09:18,50.3,87.7333,20.16,76,7,3.85
256,Isangel,VU,2021-10-28 22:09:19,-19.55,169.2667,80.01,75,33,8.79
257,Cabo San Lucas,MX,2021-10-28 22:09:19,22.8909,-109.9124,88.61,61,20,11.5
258,Sydney,AU,2021-10-28 22:07:10,-33.8679,151.2073,80.35,45,0,3.0
259,Solnechnyy,RU,2021-10-28 22:09:19,50.7214,136.6319,31.77,87,5,3.56
260,Faya,SA,2021-10-28 22:09:20,18.3851,42.4509,60.21,60,2,3.87
261,Odienne,CI,2021-10-28 22:09:20,9.51,-7.5692,78.22,73,100,3.89
262,Igarka,RU,2021-10-28 22:09:20,67.4667,86.5833,9.75,88,100,16.28
263,Ballangen,NO,2021-10-28 22:09:21,68.3428,16.8315,46.4,81,90,5.75
264,Karlskrona,SE,2021-10-28 22:09:21,56.1616,15.5866,48.65,90,10,10.36
265,Tasiilaq,GL,2021-10-28 22:09:21,65.6145,-37.6368,32.16,73,66,8.5
266,Hare Bay,CA,2021-10-28 22:09:22,48.8499,-54.0148,36.75,76,100,8.61
267,Revda,RU,2021-10-28 22:09:22,56.801,59.9303,36.41,96,100,13.44
268,Olsztyn,PL,2021-10-28 22:09:22,53.7799,20.4942,42.76,86,44,6.49
269,Phuket,TH,2021-10-28 22:09:23,8.0,98.25,79.02,94,20,4.61
270,Fushun,CN,2021-10-28 22:09:23,41.8558,123.9233,46.56,52,100,3.83
271,Labuhan,ID,2021-10-28 22:09:23,-6.8844,112.2051,79.05,84,100,5.82
272,Kavieng,PG,2021-10-28 22:09:24,-2.5744,150.7967,84.34,72,72,9.01
273,Dubrovka,RU,2021-10-28 22:09:24,53.6907,33.5071,39.18,92,57,3.18
274,Lavrentiya,RU,2021-10-28 22:09:24,65.5833,-171.0,16.97,83,100,6.89
275,Rio Gallegos,AR,2021-10-28 22:09:25,-51.6226,-69.2181,68.22,38,100,9.73
276,Bay Saint Louis,US,2021-10-28 22:09:25,30.3088,-89.33,70.07,50,90,13.8
277,Katherine,AU,2021-10-28 22:09:25,-14.4667,132.2667,82.72,78,75,5.75
278,Mahebourg,MU,2021-10-28 22:09:26,-20.4081,57.7,74.25,78,2,11.65
279,Mitzic,GA,2021-10-28 22:09:26,0.7821,11.549,68.36,99,77,2.42
280,Temiscaming,CA,2021-10-28 22:08:01,46.7212,-79.0971,51.48,69,6,6.64
281,Qaqortoq,GL,2021-10-28 22:09:26,60.7167,-46.0333,32.5,73,93,4.54
282,Codrington,AU,2021-10-28 22:09:27,-38.2667,141.9667,49.96,66,100,25.28
283,Santa Rosa,PH,2021-10-28 22:09:27,14.3122,121.1114,80.11,77,46,12.24
284,Kozan,TR,2021-10-28 22:09:27,37.4552,35.8157,56.3,66,90,3.15
285,Samarai,PG,2021-10-28 22:09:28,-10.6167,150.6667,83.26,78,25,11.43
286,Lufilufi,WS,2021-10-28 22:09:28,-13.8745,-171.5986,83.79,73,68,19.77
287,Guerrero Negro,MX,2021-10-28 22:09:28,27.9769,-114.0611,82.96,28,0,10.76
288,Norman Wells,CA,2021-10-28 22:04:51,65.282,-126.8329,25.29,88,100,6.4
289,Waipawa,NZ,2021-10-28 22:09:29,-41.4122,175.5153,59.45,63,30,3.36
290,Naze,JP,2021-10-28 22:09:29,28.3667,129.4833,63.52,63,27,9.46
291,Henderson,US,2021-10-28 22:07:52,36.0397,-114.9819,83.64,22,1,13.8
292,Broome,US,2021-10-28 22:09:30,42.2506,-75.833,55.78,67,1,0.0
293,Saint George,US,2021-10-28 22:09:30,37.1041,-113.5841,79.27,31,1,4.0
294,Ferme-Neuve,CA,2021-10-28 22:09:30,46.7001,-75.4493,45.73,66,0,4.29
